Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	leaf-1	1	internal://	InInterests	0	0	0	0
0.5	leaf-1	1	internal://	OutInterests	0	0	0	0
0.5	leaf-1	1	internal://	InData	0	0	0	0
0.5	leaf-1	1	internal://	OutData	0	0	0	0
0.5	leaf-1	1	internal://	InNacks	0	0	0	0
0.5	leaf-1	1	internal://	OutNacks	0	0	0	0
0.5	leaf-1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	leaf-1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-1	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	leaf-1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-1	2	internal://	InInterests	0	0	0	0
0.5	leaf-1	2	internal://	OutInterests	0	0	0	0
0.5	leaf-1	2	internal://	InData	0	0	0	0
0.5	leaf-1	2	internal://	OutData	0	0	0	0
0.5	leaf-1	2	internal://	InNacks	0	0	0	0
0.5	leaf-1	2	internal://	OutNacks	0	0	0	0
0.5	leaf-1	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	leaf-1	2	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-1	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-1	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutInterests	78.4	2.83281	49	1.77051
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InData	78.4	81.3094	49	50.8184
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	78.4	0	49	0
0.5	leaf-1	257	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
0.5	leaf-1	258	appFace://	InInterests	78.4	2.83281	49	1.77051
0.5	leaf-1	258	appFace://	OutInterests	0	0	0	0
0.5	leaf-1	258	appFace://	InData	0	0	0	0
0.5	leaf-1	258	appFace://	OutData	78.4	81.3094	49	50.8184
0.5	leaf-1	258	appFace://	InNacks	0	0	0	0
0.5	leaf-1	258	appFace://	OutNacks	0	0	0	0
0.5	leaf-1	258	appFace://	InSatisfiedInterests	78.4	0	49	0
0.5	leaf-1	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	leaf-1	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-1	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	leaf-1	-1	all	SatisfiedInterests	80	0	50	0
0.5	leaf-1	-1	all	TimedOutInterests	0	0	0	0
0.5	leaf-2	1	internal://	InInterests	0	0	0	0
0.5	leaf-2	1	internal://	OutInterests	0	0	0	0
0.5	leaf-2	1	internal://	InData	0	0	0	0
0.5	leaf-2	1	internal://	OutData	0	0	0	0
0.5	leaf-2	1	internal://	InNacks	0	0	0	0
0.5	leaf-2	1	internal://	OutNacks	0	0	0	0
0.5	leaf-2	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	leaf-2	1	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-2	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	leaf-2	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-2	2	internal://	InInterests	0	0	0	0
0.5	leaf-2	2	internal://	OutInterests	0	0	0	0
0.5	leaf-2	2	internal://	InData	0	0	0	0
0.5	leaf-2	2	internal://	OutData	0	0	0	0
0.5	leaf-2	2	internal://	InNacks	0	0	0	0
0.5	leaf-2	2	internal://	OutNacks	0	0	0	0
0.5	leaf-2	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	leaf-2	2	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-2	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-2	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-2	256	internal://	InInterests	0	0	0	0
0.5	leaf-2	256	internal://	OutInterests	0	0	0	0
0.5	leaf-2	256	internal://	InData	0	0	0	0
0.5	leaf-2	256	internal://	OutData	0	0	0	0
0.5	leaf-2	256	internal://	InNacks	0	0	0	0
0.5	leaf-2	256	internal://	OutNacks	0	0	0	0
0.5	leaf-2	256	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	leaf-2	256	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-2	256	internal://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-2	256	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InInterests	0	0	0	0
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutInterests	78.4	2.83281	49	1.77051
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InData	78.4	81.3094	49	50.8184
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutData	0	0	0	0
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	0	0	0	0
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	78.4	0	49	0
0.5	leaf-2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
0.5	leaf-2	258	appFace://	InInterests	78.4	2.83281	49	1.77051
0.5	leaf-2	258	appFace://	OutInterests	0	0	0	0
0.5	leaf-2	258	appFace://	InData	0	0	0	0
0.5	leaf-2	258	appFace://	OutData	78.4	81.3094	49	50.8184
0.5	leaf-2	258	appFace://	InNacks	0	0	0	0
0.5	leaf-2	258	appFace://	OutNacks	0	0	0	0
0.5	leaf-2	258	appFace://	InSatisfiedInterests	78.4	0	49	0
0.5	leaf-2	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	leaf-2	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-2	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	leaf-2	-1	all	SatisfiedInterests	81.6	0	51	0
0.5	leaf-2	-1	all	TimedOutInterests	1.6	0	1	0
0.5	leaf-3	1	internal://	InInterests	0	0	0	0
0.5	leaf-3	1	internal://	OutInterests	0	0	0	0
0.5	leaf-3	1	internal://	InData	0	0	0	0
0.5	leaf-3	1	internal://	OutData	0	0	0	0
0.5	leaf-3	1	internal://	InNacks	0	0	0	0
0.5	leaf-3	1	internal://	OutNacks	0	0	0	0
0.5	leaf-3	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	leaf-3	1	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-3	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	leaf-3	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-3	2	internal://	InInterests	0	0	0	0
0.5	leaf-3	2	internal://	OutInterests	0	0	0	0
0.5	leaf-3	2	internal://	InData	0	0	0	0
0.5	leaf-3	2	internal://	OutData	0	0	0	0
0.5	leaf-3	2	internal://	InNacks	0	0	0	0
0.5	leaf-3	2	internal://	OutNacks	0	0	0	0
0.5	leaf-3	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	leaf-3	2	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-3	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-3	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-3	256	internal://	InInterests	0	0	0	0
0.5	leaf-3	256	internal://	OutInterests	0	0	0	0
0.5	leaf-3	256	internal://	InData	0	0	0	0
0.5	leaf-3	256	internal://	OutData	0	0	0	0
0.5	leaf-3	256	internal://	InNacks	0	0	0	0
0.5	leaf-3	256	internal://	OutNacks	0	0	0	0
0.5	leaf-3	256	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	leaf-3	256	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-3	256	internal://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-3	256	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	InInterests	0	0	0	0
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	OutInterests	78.4	2.83281	49	1.77051
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	InData	78.4	81.3094	49	50.8184
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	78.4	0	49	0
0.5	leaf-3	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
0.5	leaf-3	258	appFace://	InInterests	80	2.83281	50	1.77051
0.5	leaf-3	258	appFace://	OutInterests	0	0	0	0
0.5	leaf-3	258	appFace://	InData	0	0	0	0
0.5	leaf-3	258	appFace://	OutData	78.4	81.3094	49	50.8184
0.5	leaf-3	258	appFace://	InNacks	0	0	0	0
0.5	leaf-3	258	appFace://	OutNacks	1.6	0	1	0
0.5	leaf-3	258	appFace://	InSatisfiedInterests	78.4	0	49	0
0.5	leaf-3	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	leaf-3	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-3	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	leaf-3	-1	all	SatisfiedInterests	81.6	0	51	0
0.5	leaf-3	-1	all	TimedOutInterests	1.6	0	1	0
0.5	leaf-4	1	internal://	InInterests	0	0	0	0
0.5	leaf-4	1	internal://	OutInterests	0	0	0	0
0.5	leaf-4	1	internal://	InData	0	0	0	0
0.5	leaf-4	1	internal://	OutData	0	0	0	0
0.5	leaf-4	1	internal://	InNacks	0	0	0	0
0.5	leaf-4	1	internal://	OutNacks	0	0	0	0
0.5	leaf-4	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	leaf-4	1	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-4	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	leaf-4	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-4	2	internal://	InInterests	0	0	0	0
0.5	leaf-4	2	internal://	OutInterests	0	0	0	0
0.5	leaf-4	2	internal://	InData	0	0	0	0
0.5	leaf-4	2	internal://	OutData	0	0	0	0
0.5	leaf-4	2	internal://	InNacks	0	0	0	0
0.5	leaf-4	2	internal://	OutNacks	0	0	0	0
0.5	leaf-4	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	leaf-4	2	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-4	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-4	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-4	256	internal://	InInterests	0	0	0	0
0.5	leaf-4	256	internal://	OutInterests	0	0	0	0
0.5	leaf-4	256	internal://	InData	0	0	0	0
0.5	leaf-4	256	internal://	OutData	0	0	0	0
0.5	leaf-4	256	internal://	InNacks	0	0	0	0
0.5	leaf-4	256	internal://	OutNacks	0	0	0	0
0.5	leaf-4	256	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	leaf-4	256	internal://	InTimedOutInterests	0	0	0	0
0.5	leaf-4	256	internal://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-4	256	internal://	OutTimedOutInterests	0	0	0	0
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	InInterests	0	0	0	0
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	OutInterests	80	2.89062	50	1.80664
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	InData	80	82.9688	50	51.8555
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	OutData	0	0	0	0
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	InNacks	0	0	0	0
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	OutNacks	0	0	0	0
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	0	0	0	0
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0	0	0	0
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	80	0	50	0
0.5	leaf-4	257	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0	0	0	0
0.5	leaf-4	258	appFace://	InInterests	80	2.89062	50	1.80664
0.5	leaf-4	258	appFace://	OutInterests	0	0	0	0
0.5	leaf-4	258	appFace://	InData	0	0	0	0
0.5	leaf-4	258	appFace://	OutData	80	82.9688	50	51.8555
0.5	leaf-4	258	appFace://	InNacks	0	0	0	0
0.5	leaf-4	258	appFace://	OutNacks	0	0	0	0
0.5	leaf-4	258	appFace://	InSatisfiedInterests	80	0	50	0
0.5	leaf-4	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	leaf-4	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	leaf-4	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	leaf-4	-1	all	SatisfiedInterests	83.2	0	52	0
0.5	leaf-4	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-1	1	internal://	InInterests	0	0	0	0
0.5	rtr-1	1	internal://	OutInterests	0	0	0	0
0.5	rtr-1	1	internal://	InData	0	0	0	0
0.5	rtr-1	1	internal://	OutData	0	0	0	0
0.5	rtr-1	1	internal://	InNacks	0	0	0	0
0.5	rtr-1	1	internal://	OutNacks	0	0	0	0
0.5	rtr-1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	rtr-1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-1	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	rtr-1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	2	internal://	InInterests	0	0	0	0
0.5	rtr-1	2	internal://	OutInterests	0	0	0	0
0.5	rtr-1	2	internal://	InData	0	0	0	0
0.5	rtr-1	2	internal://	OutData	0	0	0	0
0.5	rtr-1	2	internal://	InNacks	0	0	0	0
0.5	rtr-1	2	internal://	OutNacks	0	0	0	0
0.5	rtr-1	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	rtr-1	2	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-1	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	rtr-1	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	InInterests	78.4	2.83281	49	1.77051
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	OutData	78.4	81.3094	49	50.8184
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	78.4	0	49	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-1	257	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	InInterests	78.4	2.83281	49	1.77051
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	OutInterests	0	0	0	0
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	InData	0	0	0	0
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	OutData	78.4	81.3094	49	50.8184
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	78.4	0	49	0
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-1	258	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	InInterests	0	0	0	0
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	OutInterests	156.8	5.66563	98	3.54102
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	InData	156.8	162.619	98	101.637
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	156.8	0	98	0
0.5	rtr-1	259	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
0.5	rtr-1	-1	all	SatisfiedInterests	158.4	0	99	0
0.5	rtr-1	-1	all	TimedOutInterests	0	0	0	0
0.5	rtr-2	1	internal://	InInterests	0	0	0	0
0.5	rtr-2	1	internal://	OutInterests	0	0	0	0
0.5	rtr-2	1	internal://	InData	0	0	0	0
0.5	rtr-2	1	internal://	OutData	0	0	0	0
0.5	rtr-2	1	internal://	InNacks	0	0	0	0
0.5	rtr-2	1	internal://	OutNacks	0	0	0	0
0.5	rtr-2	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	rtr-2	1	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-2	1	internal://	OutSatisfiedInterests	1.6	0	1	0
0.5	rtr-2	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-2	2	internal://	InInterests	0	0	0	0
0.5	rtr-2	2	internal://	OutInterests	0	0	0	0
0.5	rtr-2	2	internal://	InData	0	0	0	0
0.5	rtr-2	2	internal://	OutData	0	0	0	0
0.5	rtr-2	2	internal://	InNacks	0	0	0	0
0.5	rtr-2	2	internal://	OutNacks	0	0	0	0
0.5	rtr-2	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	rtr-2	2	internal://	InTimedOutInterests	0	0	0	0
0.5	rtr-2	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	rtr-2	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	InInterests	78.4	2.83281	49	1.77051
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	OutInterests	0	0	0	0
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	InData	0	0	0	0
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	OutData	78.4	81.3094	49	50.8184
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	InNacks	0	0	0	0
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	OutNacks	0	0	0	0
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	78.4	0	49	0
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-2	257	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	InInterests	80	2.89062	50	1.80664
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	OutInterests	0	0	0	0
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	InData	0	0	0	0
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	OutData	80	82.9688	50	51.8555
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	InNacks	0	0	0	0
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	OutNacks	0	0	0	0
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	InSatisfiedInterests	80	0	50	0
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	InTimedOutInterests	0	0	0	0
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	OutSatisfiedInterests	0	0	0	0
0.5	rtr-2	258	netdev://[00:00:00:00:00:08]	OutTimedOutInterests	0	0	0	0
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	InInterests	0	0	0	0
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutInterests	158.4	5.72344	99	3.57715
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	InData	158.4	164.278	99	102.674
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutData	0	0	0	0
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	InNacks	0	0	0	0
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutNacks	0	0	0	0
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	InSatisfiedInterests	0	0	0	0
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	InTimedOutInterests	0	0	0	0
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutSatisfiedInterests	158.4	0	99	0
0.5	rtr-2	259	netdev://[00:00:00:00:00:0b]	OutTimedOutInterests	0	0	0	0
0.5	rtr-2	-1	all	SatisfiedInterests	160	0	100	0
0.5	rtr-2	-1	all	TimedOutInterests	0	0	0	0
0.5	root	1	internal://	InInterests	0	0	0	0
0.5	root	1	internal://	OutInterests	0	0	0	0
0.5	root	1	internal://	InData	0	0	0	0
0.5	root	1	internal://	OutData	0	0	0	0
0.5	root	1	internal://	InNacks	0	0	0	0
0.5	root	1	internal://	OutNacks	0	0	0	0
0.5	root	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	root	1	internal://	InTimedOutInterests	0	0	0	0
0.5	root	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	root	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	root	2	internal://	InInterests	0	0	0	0
0.5	root	2	internal://	OutInterests	0	0	0	0
0.5	root	2	internal://	InData	0	0	0	0
0.5	root	2	internal://	OutData	0	0	0	0
0.5	root	2	internal://	InNacks	0	0	0	0
0.5	root	2	internal://	OutNacks	0	0	0	0
0.5	root	2	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	root	2	internal://	InTimedOutInterests	0	0	0	0
0.5	root	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	root	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	root	256	internal://	InInterests	0	0	0	0
0.5	root	256	internal://	OutInterests	0	0	0	0
0.5	root	256	internal://	InData	0	0	0	0
0.5	root	256	internal://	OutData	0	0	0	0
0.5	root	256	internal://	InNacks	0	0	0	0
0.5	root	256	internal://	OutNacks	0	0	0	0
0.5	root	256	internal://	InSatisfiedInterests	1.6	0	1	0
0.5	root	256	internal://	InTimedOutInterests	0	0	0	0
0.5	root	256	internal://	OutSatisfiedInterests	0	0	0	0
0.5	root	256	internal://	OutTimedOutInterests	0	0	0	0
0.5	root	257	netdev://[00:00:00:00:00:0a]	InInterests	156.8	5.66563	98	3.54102
0.5	root	257	netdev://[00:00:00:00:00:0a]	OutInterests	0	0	0	0
0.5	root	257	netdev://[00:00:00:00:00:0a]	InData	0	0	0	0
0.5	root	257	netdev://[00:00:00:00:00:0a]	OutData	156.8	162.619	98	101.637
0.5	root	257	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
0.5	root	257	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
0.5	root	257	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	156.8	0	98	0
0.5	root	257	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
0.5	root	257	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	0	0	0	0
0.5	root	257	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
0.5	root	258	netdev://[00:00:00:00:00:0c]	InInterests	158.4	5.72344	99	3.57715
0.5	root	258	netdev://[00:00:00:00:00:0c]	OutInterests	0	0	0	0
0.5	root	258	netdev://[00:00:00:00:00:0c]	InData	0	0	0	0
0.5	root	258	netdev://[00:00:00:00:00:0c]	OutData	158.4	164.278	99	102.674
0.5	root	258	netdev://[00:00:00:00:00:0c]	InNacks	0	0	0	0
0.5	root	258	netdev://[00:00:00:00:00:0c]	OutNacks	0	0	0	0
0.5	root	258	netdev://[00:00:00:00:00:0c]	InSatisfiedInterests	158.4	0	99	0
0.5	root	258	netdev://[00:00:00:00:00:0c]	InTimedOutInterests	0	0	0	0
0.5	root	258	netdev://[00:00:00:00:00:0c]	OutSatisfiedInterests	0	0	0	0
0.5	root	258	netdev://[00:00:00:00:00:0c]	OutTimedOutInterests	0	0	0	0
0.5	root	259	appFace://	InInterests	0	0	0	0
0.5	root	259	appFace://	OutInterests	315.2	11.3891	197	7.11816
0.5	root	259	appFace://	InData	315.2	326.897	197	204.311
0.5	root	259	appFace://	OutData	0	0	0	0
0.5	root	259	appFace://	InNacks	0	0	0	0
0.5	root	259	appFace://	OutNacks	0	0	0	0
0.5	root	259	appFace://	InSatisfiedInterests	0	0	0	0
0.5	root	259	appFace://	InTimedOutInterests	0	0	0	0
0.5	root	259	appFace://	OutSatisfiedInterests	315.2	0	197	0
0.5	root	259	appFace://	OutTimedOutInterests	0	0	0	0
0.5	root	-1	all	SatisfiedInterests	318.4	0	199	0
0.5	root	-1	all	TimedOutInterests	0	0	0	0
1	leaf-1	1	internal://	InInterests	0	0	0	0
1	leaf-1	1	internal://	OutInterests	0	0	0	0
1	leaf-1	1	internal://	InData	0	0	0	0
1	leaf-1	1	internal://	OutData	0	0	0	0
1	leaf-1	1	internal://	InNacks	0	0	0	0
1	leaf-1	1	internal://	OutNacks	0	0	0	0
1	leaf-1	1	internal://	InSatisfiedInterests	0	0	0	0
1	leaf-1	1	internal://	InTimedOutInterests	0	0	0	0
1	leaf-1	1	internal://	OutSatisfiedInterests	0.32	0	0	0
1	leaf-1	1	internal://	OutTimedOutInterests	0	0	0	0
1	leaf-1	2	internal://	InInterests	0	0	0	0
1	leaf-1	2	internal://	OutInterests	0	0	0	0
1	leaf-1	2	internal://	InData	0	0	0	0
1	leaf-1	2	internal://	OutData	0	0	0	0
1	leaf-1	2	internal://	InNacks	0	0	0	0
1	leaf-1	2	internal://	OutNacks	0	0	0	0
1	leaf-1	2	internal://	InSatisfiedInterests	0.32	0	0	0
1	leaf-1	2	internal://	InTimedOutInterests	0	0	0	0
1	leaf-1	2	internal://	OutSatisfiedInterests	0	0	0	0
1	leaf-1	2	internal://	OutTimedOutInterests	0	0	0	0
1	leaf-1	257	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
1	leaf-1	257	netdev://[00:00:00:00:00:01]	OutInterests	95.68	3.45719	50	1.80664
